3.867805004119873047e-02 8.220180273056030273e-01
4.312866330146789551e-01 2.319766581058502197e-01
9.234252572059631348e-01 1.463236361742019653e-01
9.550489783287048340e-01 4.261880517005920410e-01
4.748104810714721680e-01 1.672511100769042969e-01
5.314368605613708496e-01 6.699790358543395996e-01
3.482104241847991943e-01 7.451350092887878418e-01
5.870202779769897461e-01 1.979356259107589722e-01
3.679066896438598633e-02 2.077193856239318848e-01
6.584777832031250000e-01 6.202939152717590332e-01
5.321839451789855957e-01 8.152430653572082520e-01
8.193660974502563477e-01 5.615093708038330078e-01
7.630451321601867676e-01 1.151585802435874939e-01
8.440599441528320312e-01 8.996861577033996582e-01
5.847892165184020996e-01 3.219252824783325195e-01
5.744250863790512085e-02 6.892983913421630859e-01
5.563216805458068848e-01 4.953871071338653564e-01
8.546220660209655762e-01 5.392969846725463867e-01
7.952765226364135742e-01 3.157805502414703369e-01
7.170558571815490723e-01 2.823739945888519287e-01
8.114149570465087891e-01 7.327593564987182617e-01
9.986078739166259766e-01 5.365232825279235840e-01
4.658377170562744141e-02 4.643848836421966553e-01
2.374235987663269043e-01 1.265024989843368530e-01
1.934786587953567505e-01 4.730632901191711426e-01
2.582510747015476227e-02 2.981768846511840820e-01
4.282307922840118408e-01 7.806427478790283203e-01
7.991657853126525879e-01 5.285485982894897461e-01
4.700141847133636475e-01 5.276988148689270020e-01
4.372430592775344849e-02 9.901069998741149902e-01
8.679436445236206055e-01 4.900511801242828369e-01
1.399083137512207031e-01 4.297265410423278809e-01
4.828514456748962402e-01 8.627616614103317261e-02
6.778767108917236328e-01 1.338373869657516479e-01
9.753097891807556152e-01 7.746419906616210938e-01
9.633800387382507324e-02 5.323845744132995605e-01
3.980042338371276855e-01 3.173058927059173584e-01
6.310317665338516235e-02 2.629043459892272949e-01
5.675688385963439941e-01 4.511716961860656738e-01
3.498833775520324707e-01 7.881914973258972168e-01
8.486393690109252930e-01 3.249721601605415344e-02
7.626116871833801270e-01 1.619990319013595581e-01
4.119465053081512451e-01 1.435326039791107178e-02
3.855335712432861328e-01 2.657175064086914062e-01
9.522486329078674316e-01 9.495393633842468262e-01
6.131713390350341797e-01 4.557365775108337402e-01
7.563272118568420410e-01 3.056612908840179443e-01
5.395930409431457520e-01 1.842319965362548828e-02
8.017575740814208984e-01 8.986003994941711426e-01
3.709279000759124756e-01 9.433445930480957031e-01
5.168852806091308594e-01 8.539030551910400391e-01
8.633831739425659180e-01 3.604856729507446289e-01
3.221540451049804688e-01 4.956959486007690430e-01
7.409957051277160645e-01 2.439357787370681763e-01
5.860550403594970703e-01 2.888333797454833984e-02
9.085310101509094238e-01 5.052465200424194336e-01
5.856515765190124512e-01 1.106937825679779053e-01
6.374630928039550781e-01 4.335490167140960693e-01
4.444743394851684570e-01 3.943516016006469727e-01
3.738347068428993225e-02 5.665817856788635254e-01
8.303775787353515625e-01 5.059262514114379883e-01
4.700109660625457764e-01 7.008453011512756348e-01
7.151562571525573730e-01 8.279160261154174805e-01
9.939478039741516113e-01 6.927485764026641846e-02
1.873810291290283203e-01 4.283475875854492188e-01
5.928723812103271484e-01 8.940649032592773438e-01
6.196543574333190918e-01 1.563428342342376709e-01
9.155482053756713867e-01 8.356568217277526855e-01
6.736738234758377075e-02 4.189836680889129639e-01
2.443804889917373657e-01 9.110567569732666016e-01
5.205149650573730469e-01 6.256505250930786133e-01
2.787335515022277832e-01 9.014797210693359375e-01
6.429914236068725586e-01 5.212381482124328613e-01
3.781707286834716797e-01 5.041084289550781250e-01
8.866915106773376465e-01 8.839276432991027832e-01
3.004555106163024902e-01 1.709057688713073730e-01
6.611018776893615723e-01 8.377704620361328125e-01
7.685032486915588379e-01 4.608565866947174072e-01
6.917779445648193359e-01 3.194602429866790771e-01
1.655068397521972656e-01 7.082239985466003418e-01
4.014051556587219238e-01 4.611490964889526367e-01
2.625193595886230469e-01 1.694108098745346069e-01
1.465293616056442261e-01 1.370840892195701599e-02
7.296307086944580078e-01 2.866768836975097656e-02
4.013973176479339600e-01 1.238479465246200562e-01
7.406340837478637695e-01 7.337870448827743530e-02
4.515545070171356201e-02 9.084057211875915527e-01
4.703344404697418213e-01 4.717789292335510254e-01
5.403630137443542480e-01 4.104620814323425293e-01
7.668152451515197754e-01 8.159766197204589844e-01
6.828418970108032227e-01 5.426983237266540527e-01
9.328654408454895020e-01 7.249488830566406250e-01
7.184202224016189575e-02 2.218242883682250977e-01
4.087864160537719727e-01 1.707340776920318604e-01
3.254634514451026917e-02 4.251084029674530029e-01
2.873153090476989746e-01 3.085940480232238770e-01
4.456191956996917725e-01 6.570997834205627441e-01
3.960540890693664551e-01 8.120248317718505859e-01
4.350520670413970947e-01 1.023511365056037903e-01
1.840643584728240967e-01 1.437983512878417969e-01
3.068658113479614258e-01 4.449710249900817871e-01
2.182207107543945312e-01 7.313276529312133789e-01
2.041037827730178833e-01 6.874448657035827637e-01
8.706627488136291504e-01 9.587952494621276855e-01
2.497094124555587769e-01 5.673356652259826660e-01
5.609802529215812683e-02 9.925162047147750854e-02
3.612613081932067871e-01 1.109374985098838806e-01
8.496913909912109375e-01 7.598799467086791992e-01
3.903121650218963623e-01 4.079685732722282410e-02
5.478219985961914062e-01 5.377227067947387695e-01
4.976541101932525635e-01 9.792802929878234863e-01
7.611818313598632812e-01 4.977364242076873779e-01
1.361894756555557251e-01 9.341324567794799805e-01
3.790043592453002930e-01 6.620287895202636719e-03
1.892777979373931885e-01 9.867492318153381348e-01
6.970160454511642456e-02 7.848074436187744141e-01
8.473175764083862305e-01 8.798987418413162231e-02
1.765689104795455933e-01 6.091760396957397461e-01
2.603813409805297852e-01 2.155199199914932251e-01
2.800630629062652588e-01 6.571297347545623779e-02
4.017511904239654541e-01 9.276439547538757324e-01
3.134792447090148926e-01 8.023857474327087402e-01
9.870287962257862091e-03 2.489736676216125488e-01
7.099701762199401855e-01 6.328343152999877930e-01
2.132769376039505005e-01 1.894707530736923218e-01
6.094433665275573730e-01 5.938376188278198242e-01
9.974251985549926758e-01 8.030480742454528809e-01
1.830203831195831299e-01 9.432372450828552246e-01
